finger1_ShoulderJoint finger2_ShoulderJoint finger3_ShoulderJoint brick_translate_y_joint  finger1_ElbowJoint finger2_ElbowJoint finger3_ElbowJoint brick_translate_z_joint brick_revolute_x_joint
 -0.61116140432529353355  -0.93399863188151066584  -0.35952427180428531139  0.023032690540068793267  -0.72409485676874751903  -0.67853290796203313828  -0.57528307631735575711  0.017470539643754244563   0.33232779111595833754
 -0.52312689394013356381  -0.83420388653031218862  -0.34103792673043059613  0.028480966610738546463  -0.69821874906271086392  -0.67629545622080944334  -0.61079610301229536606  0.023709378128354243603   0.21072185398825132863
 -0.48296850556338372096  -0.68872848834372424331  -0.33511642433764388116  0.030769685699750182889  -0.67353290486762085187  -0.61923920189192960262  -0.63544273401962891867     0.027426114906945534   0.14923204761787359218
 -0.53689407411862810626  -0.58777791685684754874  -0.33249805372102958501  0.029120358428643879772  -0.67243948890416105346  -0.53317601791285851309  -0.61857259858887925219   0.02349379419468826044   0.20989050245805193629
 -0.62082372906183225236  -0.57523923361865092474  -0.34416448108298342001   0.02475641195547683554  -0.68287880364920683363  -0.47779624436326018078  -0.58907912320100064285  0.017753730471008269398   0.31624888642940740535
 -0.70294820917743416899   -0.5626969016540722679  -0.36872737579021935828  0.019065133985977485154  -0.68993239904406244989  -0.42241786872159858834  -0.56608303159299322438   0.01318663889149312117   0.42366630702261404151
 -0.79224773728009090235  -0.67004704199417852717   -0.4184228153873643663  0.010496322322418686138   -0.7050686004976063348  -0.42954562788041167343  -0.54223653263648863287 0.0093953995881048014277   0.55401337497296787582
 -0.79224773728009090235  -0.67004704199417852717   -0.4184228153873643663  0.010496322322418686138   -0.7050686004976063348  -0.42954562788041167343  -0.54223653263648863287 0.0093953995881048014277   0.55401337497296787582
 -0.82320998205529127834  -0.70139140972206948099  -0.34090496480665194445  0.023623325951879443896   -0.7662267398762991899  -0.47305444861753431773  -0.52348350741014260112  0.006189654034174751733    0.4542726761591188156
 -0.74207694642995070122  -0.71201515532558634636  -0.30555087961688615072  0.029659586010976679571  -0.75634278210931704667  -0.50618241897943649921  -0.51592925336496064936 0.0045230706329255901052   0.41786917501693487953
 -0.66093994128940802835  -0.72528428652864873616  -0.26943467292787687262  0.035970582100482692556  -0.74645420382922467173  -0.54015892358887007685  -0.50724055306260296128 0.0027339942916116523677   0.38426573741976033372
 -0.56996174199878346656  -0.73277934937496524981  -0.24358916836239391523  0.040359872324803390542  -0.72711845983286116368  -0.56954899554729954136  -0.50213068242313840805 0.0013869945972340715599   0.36503470086879852285
 -0.47873487606625697577  -0.72279469442656230083  -0.24323456495680720324  0.039792344890167564986  -0.69714360569454847383  -0.58419202020633242967  -0.50773876209726975794 0.0013458342968596488046   0.37201484482169022705
 -0.39710739865994870712  -0.70369169116237184625  -0.25728272574109983806  0.036467271787614337353  -0.66597861231548272087  -0.58938995798639182144  -0.51928696432203436117 0.0020519759228039284767   0.39338131075335169839
  -0.5272623950867972864   -0.6639037776028067217  -0.33276034947998012203  0.022071987184058047826  -0.71719211963948015232   -0.5360886643057464207  -0.55315020588859376005 0.0059501890450363451382   0.48227954024508740138
   -0.5272623950867972864    -0.6639037776028067217   -0.33276034947998012203   0.022071987184058047826   -0.71719211963948015232    -0.5360886643057464207   -0.55315020588859376005  0.0059501890450363451382    0.48227954024508740138
  -0.51217011594349048931   -0.62410327098883477959   -0.30070333245596680971   0.020234529522558889619   -0.78852734638398480627   -0.61064982649498800171   -0.63325075683298948093  0.0059655578593627639136     0.5296903684794035394
  -0.50277349197432230632   -0.58601218738191696023   -0.27306109617618445906   0.017960147265501678893   -0.85970295344250091674   -0.68279720654847608774   -0.71336631591547228215  0.0060071555775341569164    0.58596866714595186032
  -0.50096172334373001434   -0.55049572493837994891   -0.25200583547938748552   0.015108406013541573684   -0.92983005464389800743   -0.75107872311378987007   -0.79327668605224344045  0.0061124016921318812673    0.65310523506109519065
  -0.50972791958500274223   -0.51933280624691491312   -0.24113287907842920199   0.011492924991311291583   -0.99682266122243179396   -0.81274519813640744292   -0.87212381469214228513  0.0063468209886503408265    0.73411973831404420121
  -0.53368753853904793427   -0.49636023631958137159   -0.24639774465933042547  0.0069211785579558265588     -1.055521514548431794   -0.86221456980318100793   -0.94705653830093994294  0.0068184658985824212613    0.83289192185083116282
   -0.5775955891677418963     -0.488860148324286925   -0.27521309010291239439  0.0014882499210143447337    -1.0942254647244680221   -0.88923063388864687084    -1.0100501045849121784  0.0076442380651584483295    0.94998351934575453459
  -0.63782780354522261579   -0.50283469888521059588    -0.3265237855633141284 -0.0038459968707019818318    -1.0988120165606922729   -0.88528883890913157018    -1.0488321973217065164  0.0087412937596389531092     1.0715271462075957043
  -0.70248029705071224349   -0.53358693770776366438   -0.38746013567866588456 -0.0081249749423232403567    -1.0712706370219493568   -0.85658956903485872214     -1.061664652276539389    0.00982273013824399438     1.1804112410428191371
